0.0100000000 0.3678794133
0.0300000000 0.1353352203
0.0500000000 0.0497870061
0.0700000000 0.0183155844
0.0900000000 0.0067379033
0.1100000000 0.0024787167
0.1300000000 0.0009118533
0.1500000000 0.0003354427
0.1700000000 0.0001233944
0.1900000000 0.0000453890
0.2100000000 0.0000166962
0.2300000000 0.0000061419
0.2500000000 0.0000022596
0.2700000000 0.0000008406
0.2900000000 0.0000003026
0.3100000000 0.0000001014
0.3300000000 0.0000000589
0.3500000000 0.0000000071
0.3700000000 0.0000000161
0.3900000000 -0.0000000054
0.4100000000 0.0000000078
0.4300000000 -0.0000000055
0.4500000000 0.0000000077
0.4700000000 -0.0000000115
0.4900000000 0.0000000046
0.5100000000 -0.0000000073
0.5300000000 0.0000000041
0.5500000000 0.0000000023
0.5700000000 0.0000000012
0.5900000000 -0.0000000026
0.6100000000 -0.0000000012
0.6300000000 0.0000000037
0.6500000000 0.0000000027
0.6700000000 -0.0000000017
0.6900000000 -0.0000000013
0.7100000000 0.0000000021
0.7300000000 0.0000000015
0.7500000000 -0.0000000016
0.7700000000 -0.0000000012
0.7900000000 0.0000000014
0.8100000000 0.0000000010
0.8300000000 0.0000000017
0.8500000000 0.0000000042
0.8700000000 0.0000000029
0.8900000000 0.0000000025
0.9100000000 0.0000000040
0.9300000000 0.0000000026
0.9500000000 0.0000000021
0.9700000000 0.0000000033
0.9900000000 0.0000000021
