0.0588648956 1.0606319350 0.0027767072 0.0009877907
0.0598526863 1.0616801350 0.0025155380 0.0009877907
0.0608404770 1.0627293709 0.0022789337 0.0010269578
0.0618674348 1.0638213097 0.0020565131 0.0010269578
0.0628943927 1.0649143705 0.0018558004 0.0010692997
0.0639636924 1.0660536922 0.0016676011 0.0010692997
0.0650329921 1.0671942328 0.0014984873 0.0011152136
0.0661482057 1.0683850462 0.0013403554 0.0011152136
0.0672634194 1.0695771884 0.0011989108 0.0011651652
0.0684285846 1.0708241489 0.0010670491 0.0011651652
0.0695937499 1.0720725632 0.0009496901 0.0012197041
0.0708134539 1.0733809722 0.0008406415 0.0012197041
0.0720331580 1.0746909781 0.0007441145 0.0012794829
0.0733126410 1.0760669069 0.0006547455 0.0012794829
0.0745921239 1.0774445974 0.0005761099 0.0013452832
0.0759374071 1.0788950409 0.0005035938 0.0013452832
0.0772826903 1.0803474370 0.0004402056 0.0014180478
0.0787007382 1.0818805081 0.0003820063 0.0014180478
0.0801187860 1.0834157546 0.0003315015 0.0014989250
0.0816177110 1.0850409313 0.0002853567 0.0014989250
0.0831166360 1.0866685458 0.0002456352 0.0015893264
0.0847059624 1.0883969900 0.0002095400 0.0015893264
0.0862952887 1.0901281833 0.0001787489 0.0016910066
0.0879862954 1.0919731568 0.0001509399 0.0016910066
0.0896773020 1.0938212528 0.0001274573 0.0018061730
0.0914834749 1.0957986684 0.0001063956 0.0018688940
0.0933523689 1.0978485148 0.0000882589 0.0019379728
0.0952903417 1.0999781783 0.0000727099 0.0020121624
0.0973025041 1.1021937413 0.0000594575 0.0020921096
0.0993946137 1.1045020652 0.0000482333 0.0021784975
0.1015731112 1.1069108430 0.0000387915 0.0022721224
0.1038452336 1.1094287393 0.0000309072 0.0023739156
0.1062191492 1.1120655581 0.0000243760 0.0024849731
0.1087041223 1.1148324474 0.0000190126 0.0026065927
0.1113107150 1.1177421521 0.0000146500 0.0027403229
0.1140510379 1.1208093271 0.0000111385 0.0028880247
0.1169390626 1.1240509309 0.0000083446 0.0030519544
0.1199910170 1.1274867233 0.0000061498 0.0032348721
0.1232258892 1.1311399043 0.0000044501 0.0034401888
0.1266660780 1.1350379404 0.0000031548 0.0036721667
0.1303382447 1.1392136512 0.0000021852 0.0039361976
0.1342744423 1.1437066581 0.0000014742 0.0042391965
0.1385136389 1.1485653466 0.0000009648 0.0045901685
0.1431038074 1.1538495736 0.0000006097 0.0050010456
0.1481048530 1.1596344811 0.0000003698 0.0054879506
0.1535928036 1.1660159926 0.0000002136 0.0060731649
0.1596659685 1.1731189469 0.0000001164 0.0067882893
0.1664542578 1.1811095081 0.0000000590 0.0076795218
0.1741337796 1.1902147816 0.0000000274 0.0088168607
0.1829506402 1.2007551376 0.0000000113 0.0103110133
0.1932616535 1.2132001900 0.0000000041 0.0123464500
0.2056081035 1.2282717543 0.0000000012 0.0152510700
0.2208591735 1.2471477868 0.0000000003 0.0196571358
0.2405163093 1.2719056775 0.0000000000 0.0269162768
0.2674325861 1.3066055435 0.0000000000 0.0294628578
0.2968954439 1.3456745936 0.0000000000 0.0294628578
0.3263583017 1.3859118544 0.0000000000 0.0294628578
0.3558211594 1.4273522569 0.0000000000 0.0294628578
0.3852840172 1.4700317764 0.0000000000 0.0294628578
0.4147468750 1.5139874640 0.0000000000 0.0294628578
0.4442097328 1.5592574786 0.0000000000 0.0294628578
0.4736725906 1.6058811202 0.0000000000 0.0294628578
0.5031354483 1.6538988637 0.0000000000 0.0294628578
0.5325983061 1.7033523945 0.0000000000 0.0294628578
0.5620611639 1.7542846444 0.0000000000 0.0294628578
0.5915240217 1.8067398287 0.0000000000 0.0294628578
0.6209868795 1.8607634850 0.0000000000 0.0294628578
0.6504497373 1.9164025125 0.0000000000 0.0294628578
0.6799125950 1.9737052127 0.0000000000 0.0294628578
0.7093754528 2.0327213314 0.0000000000 0.0294628578
0.7388383106 2.0935021017 0.0000000000 0.0294628578
0.7683011684 2.1561002889 0.0000000000 0.0294628578
0.7977640262 2.2205702360 0.0000000000 0.0294628578
0.8272268839 2.2869679106 0.0000000000 0.0294628578
0.8566897417 2.3553509541 0.0000000000 0.0294628578
0.8861525995 2.4257787315 0.0000000000 0.0294628578
0.9118907037 2.4890240937 0.0000000000 0.0257381042
0.9376288078 2.5539184009 0.0000000000 0.0257381042
0.9633669120 2.6205046448 0.0000000000 0.0257381042
0.9891050162 2.6888269379 0.0000000000 0.0257381042
1.0000000000 2.7182818277 0.0000000000 0.0257381042
