0.0002982911 1.0002983356 0.9706113888 0.0003096352
0.0006079262 1.0006081111 0.9410183635 0.0003096352
0.0009175614 1.0009179825 0.9123276017 0.0003096352
0.0012271966 1.0012279499 0.8845115941 0.0003096352
0.0015368317 1.0015380133 0.8575436703 0.0003096352
0.0018464669 1.0018481727 0.8313979731 0.0003096352
0.0021561021 1.0021584281 0.8060494335 0.0003212936
0.0024773957 1.0024804670 0.7805631985 0.0003212936
0.0027986893 1.0028026093 0.7558828050 0.0003212936
0.0031199830 1.0031248552 0.7319827735 0.0003212936
0.0034412766 1.0034472046 0.7088384300 0.0003212936
0.0037625703 1.0037696576 0.6864258804 0.0003212936
0.0040838639 1.0040922142 0.6647219866 0.0003338560
0.0044177199 1.0044274924 0.6428962046 0.0003338560
0.0047515759 1.0047628826 0.6217870602 0.0003338560
0.0050854319 1.0050983847 0.6013710230 0.0003338560
0.0054192879 1.0054339988 0.5816253352 0.0003338560
0.0057531439 1.0057697250 0.5625279862 0.0003338560
0.0060869999 1.0061055634 0.5440576882 0.0003474276
0.0064344275 1.0064551729 0.5254802091 0.0003474276
0.0067818551 1.0068049039 0.5075370795 0.0003474276
0.0071292827 1.0071547565 0.4902066388 0.0003474276
0.0074767102 1.0075047306 0.4734679661 0.0003474276
0.0078241378 1.0078548263 0.4573008547 0.0003596262
0.0081837640 1.0082173425 0.4411473210 0.0003596262
0.0085433902 1.0085799891 0.4255643890 0.0003596262
0.0089030164 1.0089427661 0.4105319030 0.0003596262
0.0092626426 1.0093056736 0.3960304192 0.0003596262
0.0096222687 1.0096687116 0.3820411807 0.0003727163
0.0099949851 1.0100451017 0.3680639773 0.0003727163
0.0103677014 1.0104216322 0.3545981382 0.0003727163
0.0107404177 1.0107983030 0.3416249548 0.0003727163
0.0111131340 1.0111751142 0.3291264031 0.0003727163
0.0114858503 1.0115520660 0.3170851182 0.0003867830
0.0118726333 1.0119433927 0.3050549584 0.0003867830
0.0122594163 1.0123348709 0.2934812208 0.0003867830
0.0126461992 1.0127265006 0.2823465891 0.0003867830
0.0130329822 1.0131182817 0.2716344036 0.0003867830
0.0134197652 1.0135102144 0.2613286367 0.0004019387
0.0138217039 1.0139176653 0.2510331213 0.0004019387
0.0142236426 1.0143252800 0.2411432163 0.0004019387
0.0146255814 1.0147330585 0.2316429421 0.0004019387
0.0150275201 1.0151410010 0.2225169483 0.0004019387
0.0154294588 1.0155491075 0.2137504897 0.0004183140
0.0158477729 1.0159740148 0.2049934433 0.0004183140
0.0162660869 1.0163990999 0.1965951603 0.0004183140
0.0166844009 1.0168243629 0.1885409427 0.0004183140
0.0171027150 1.0172498038 0.1808166947 0.0004183140
0.0175210290 1.0176754227 0.1734088979 0.0004360608
0.0179570898 1.0181192878 0.1660097130 0.0004360608
0.0183931506 1.0185633465 0.1589262440 0.0004360608
0.0188292114 1.0190075989 0.1521450195 0.0004360608
0.0192652722 1.0194520450 0.1456531432 0.0004514031
0.0197166753 1.0199123327 0.1392245016 0.0004514031
0.0201680785 1.0203728283 0.1330795988 0.0004514031
0.0206194816 1.0208335318 0.1272059113 0.0004514031
0.0210708847 1.0212944432 0.1215914688 0.0004678785
0.0215387632 1.0217723968 0.1160335019 0.0004678785
0.0220066417 1.0222505740 0.1107295906 0.0004678785
0.0224745202 1.0227289749 0.1056681220 0.0004678785
0.0229423987 1.0232075998 0.1008380140 0.0004855854
0.0234279841 1.0237045751 0.0960584510 0.0004855854
0.0239135695 1.0242017918 0.0915054318 0.0004855854
0.0243991548 1.0246992499 0.0871682185 0.0004855854
0.0248847402 1.0251969497 0.0830365823 0.0005046660
0.0253894062 1.0257144623 0.0789499937 0.0005046660
0.0258940722 1.0262322362 0.0750645239 0.0005046660
0.0263987382 1.0267502714 0.0713702747 0.0005046660
0.0269034042 1.0272685681 0.0678578355 0.0005252852
0.0274286894 1.0278083189 0.0643853642 0.0005252852
0.0279539746 1.0283483532 0.0610905888 0.0005252852
0.0284792598 1.0288886712 0.0579644161 0.0005252852
0.0290045450 1.0294292732 0.0549982181 0.0005476349
0.0295521799 1.0299931790 0.0520673095 0.0005476349
0.0300998148 1.0305573937 0.0492925919 0.0005476349
0.0306474497 1.0311219175 0.0466657416 0.0005476349
0.0311950847 1.0316867505 0.0441788788 0.0005719403
0.0317670249 1.0322769825 0.0417230108 0.0005719403
0.0323389652 1.0328675521 0.0394036625 0.0005719403
0.0329109054 1.0334584596 0.0372132449 0.0005916600
0.0335025654 1.0340700966 0.0350753549 0.0005916600
0.0340942254 1.0346820955 0.0330602860 0.0005916600
0.0346858854 1.0352944566 0.0311609823 0.0006128327
0.0352987181 1.0359291133 0.0293086730 0.0006128327
0.0359115508 1.0365641591 0.0275664709 0.0006128327
0.0365243834 1.0371995942 0.0259278310 0.0006355540
0.0371599374 1.0378590000 0.0243312504 0.0006355540
0.0377954914 1.0385188251 0.0228329839 0.0006355540
0.0384310454 1.0391790697 0.0214269774 0.0006599993
0.0390910446 1.0398651535 0.0200584564 0.0006599993
0.0397510439 1.0405516902 0.0187773415 0.0006599993
0.0404110431 1.0412386802 0.0175780503 0.0006863704
0.0410974135 1.0419536010 0.0164120192 0.0006863704
0.0417837839 1.0426690125 0.0153233362 0.0006863704
0.0424701543 1.0433849153 0.0143068704 0.0007149018
0.0431850560 1.0441310997 0.0133197739 0.0007149018
0.0438999578 1.0448778178 0.0124007818 0.0007149018
0.0446148596 1.0456250698 0.0115451951 0.0007458672
0.0453607267 1.0464052582 0.0107154072 0.0007458672
0.0461065939 1.0471860286 0.0099452586 0.0007458672
0.0468524611 1.0479673817 0.0092304629 0.0007795882
0.0476320493 1.0487846833 0.0085382014 0.0007795882
0.0484116376 1.0496026223 0.0078978577 0.0007795882
0.0491912258 1.0504211992 0.0073055383 0.0008164454
0.0500076711 1.0512791609 0.0067327804 0.0008164454
0.0508241165 1.0521378233 0.0062049270 0.0008164454
0.0516405619 1.0529971871 0.0057184576 0.0008568916
0.0524974535 1.0538998783 0.0052488550 0.0008568916
0.0533543451 1.0548033433 0.0048178165 0.0008861533
0.0542404984 1.0557384750 0.0044092539 0.0008861533
0.0551266517 1.0566744358 0.0040353384 0.0009176644
0.0560443160 1.0576445533 0.0036815127 0.0009176644
0.0569619804 1.0586155615 0.0033587111 0.0009514576
0.0579134380 1.0596232686 0.0030538758 0.0009514576
