0.0055698822 0.5729320147 0.0056777978
0.0112476800 0.3247277952 0.0060485333
0.0172962134 0.1773515539 0.0064708068
0.0237670202 0.0928563116 0.0069519464
0.0307189665 0.0463331933 0.0075045072
0.0382234738 0.0218763883 0.0081447743
0.0463682481 0.0096884112 0.0088941718
0.0552624199 0.0039809212 0.0097813883
0.0650438082 0.0014968671 0.0108456167
0.0758894249 0.0005060157 0.0121416365
0.0880310614 0.0001502654 0.0137480508
0.1017791122 0.0000380003 0.0157811514
0.1175602636 0.0000078418 0.0184193227
0.1359795863 0.0000012429 0.0219483613
0.1579279476 0.0000001383 0.0268514476
0.1847793952 0.0000000093 0.0340047904
0.2187841856 0.0000000002 0.0451912384
0.2639754240 -0.0000000000 0.0669406516
0.3309160756 0.0000000008 0.0751145310
0.3829346117 -0.0000000009 0.0565308613
0.4394654730 0.0000000024 0.0565308613
0.4889276334 -0.0000000015 0.0504918368
0.5394194702 0.0000000012 0.0531547760
0.5925742461 -0.0000000016 0.0543270034
0.6469012496 0.0000000028 0.0543270034
0.7012282530 -0.0000000048 0.0543270034
0.7471144635 0.0000000013 0.0471935840
0.7943080475 -0.0000000005 0.0545617315
0.8488697789 0.0000000008 0.0599586916
0.9088284706 -0.0000000044 0.0599586916
0.9539731977 0.0000000010 0.0477641563
1.0000000000 -0.0000000003 0.0477641563
